source	edge_type	destination
coexists with	narrow_mappings	FMA:forms
coexists with	narrow_mappings	FMA:full_grown_phenotype_of
coexists with	narrow_mappings	FMA:has_full_grown_phenotype
coexists with	narrow_mappings	FMA:fuses_with
coexists with	narrow_mappings	FMA:fusion_of
coexists with	narrow_mappings	FMA:has_fusion
coexists with	narrow_mappings	FMA:germ_origin_of
coexists with	narrow_mappings	FMA:has_germ_origin
coexists with	narrow_mappings	FMA:has_adherent
coexists with	narrow_mappings	FMA:has_branch
coexists with	narrow_mappings	FMA:has_connection_type
coexists with	narrow_mappings	FMA:has_continuation_branch
coexists with	narrow_mappings	FMA:has_development_type
coexists with	narrow_mappings	FMA:has_developmental_stage
coexists with	narrow_mappings	FMA:has_direct_cell_shape
coexists with	narrow_mappings	FMA:has_inherent_3d_shape
coexists with	narrow_mappings	FMA:has_insertion
coexists with	narrow_mappings	FMA:has_lymphatic_drainage
coexists with	narrow_mappings	FMA:has_nerve_supply
coexists with	narrow_mappings	FMA:has_observed_anatomical_entity
coexists with	narrow_mappings	FMA:has_origin
coexists with	narrow_mappings	FMA:has_primary_segmental_supply
coexists with	narrow_mappings	FMA:has_projection
coexists with	narrow_mappings	FMA:has_regional_part
coexists with	narrow_mappings	FMA:has_related_developmental_entity
coexists with	narrow_mappings	FMA:has_secondary_segmental_supply
coexists with	narrow_mappings	FMA:has_segmental_composition
coexists with	narrow_mappings	FMA:has_segmental_supply
coexists with	narrow_mappings	FMA:has_tributary
coexists with	narrow_mappings	FMA:has_venous_drainage
coexists with	narrow_mappings	FMA:inferior_to
coexists with	narrow_mappings	FMA:inferolateral_to
coexists with	narrow_mappings	FMA:inferomedial_to
coexists with	narrow_mappings	FMA:inherent_3d_shape_of
coexists with	narrow_mappings	FMA:insertion_of
coexists with	narrow_mappings	FMA:internal_to
coexists with	narrow_mappings	FMA:lateral_to
coexists with	narrow_mappings	FMA:left_lateral_to
coexists with	narrow_mappings	FMA:left_medial_to
coexists with	narrow_mappings	FMA:lymphatic_drainage_of
coexists with	narrow_mappings	FMA:matures_from
coexists with	narrow_mappings	FMA:matures_into
coexists with	narrow_mappings	FMA:medial_to
coexists with	narrow_mappings	FMA:merges_with
coexists with	narrow_mappings	FMA:nerve_supply_of
coexists with	narrow_mappings	FMA:origin_of
coexists with	narrow_mappings	FMA:posterior_to
coexists with	narrow_mappings	FMA:posteroinferior_to
coexists with	narrow_mappings	FMA:posterolateral_to
coexists with	narrow_mappings	FMA:posteromedial_to
coexists with	narrow_mappings	FMA:posterosuperior_to
coexists with	narrow_mappings	FMA:primary_segmental_supply_of
coexists with	narrow_mappings	FMA:projects_from
coexists with	narrow_mappings	FMA:projects_to
coexists with	narrow_mappings	FMA:proximal_to
coexists with	narrow_mappings	FMA:receives_attachment_from
coexists with	narrow_mappings	FMA:receives_drainage_from
coexists with	narrow_mappings	FMA:receives_input_from
coexists with	narrow_mappings	FMA:receives_projection
coexists with	narrow_mappings	FMA:related_part
coexists with	narrow_mappings	FMA:right_lateral_to
coexists with	narrow_mappings	FMA:right_medial_to
coexists with	narrow_mappings	FMA:secondary_segmental_supply_of
coexists with	narrow_mappings	FMA:segmental_composition_of
coexists with	narrow_mappings	FMA:segmental_supply_of
coexists with	narrow_mappings	FMA:sends_output_to
coexists with	narrow_mappings	FMA:superior_to
coexists with	narrow_mappings	FMA:superolateral_to
coexists with	narrow_mappings	FMA:superomedial_to
coexists with	narrow_mappings	FMA:surrounded_by
coexists with	narrow_mappings	FMA:surrounds
coexists with	narrow_mappings	FMA:tributary_of
coexists with	narrow_mappings	FMA:venous_drainage_of
coexists with	narrow_mappings	LOINC:has_lateral_anatomic_location
coexists with	narrow_mappings	LOINC:has_lateral_location_presence
coexists with	narrow_mappings	UBERON_NONAMESPACE:distally_connected_to
coexists with	narrow_mappings	UBERON_NONAMESPACE:subdivision_of
coexists with	narrow_mappings	RO:0002219
coexists with	narrow_mappings	RO:0002220
coexists with	narrow_mappings	RO:0002221
coexists with	narrow_mappings	SO:has_origin
coexists with	narrow_mappings	UBERON:anastomoses_with
coexists with	narrow_mappings	UBERON:anteriorly_connected_to
coexists with	narrow_mappings	UBERON:channel_for
coexists with	narrow_mappings	UBERON:channels_from
coexists with	narrow_mappings	UBERON:channels_into
coexists with	narrow_mappings	UBERON:conduit_for
coexists with	narrow_mappings	UBERON:distally_connected_to
coexists with	narrow_mappings	UBERON:existence_starts_and_ends_during
coexists with	narrow_mappings	UBERON:extends_fibers_into
coexists with	narrow_mappings	UBERON:filtered_through
coexists with	narrow_mappings	UBERON:in_central_side_of
coexists with	narrow_mappings	UBERON:in_innermost_side_of
coexists with	narrow_mappings	UBERON:in_outermost_side_of
coexists with	narrow_mappings	UBERON:indirectly_supplies
coexists with	narrow_mappings	UBERON:posteriorly_connected_to
coexists with	narrow_mappings	UBERON:protects
coexists with	narrow_mappings	UBERON:proximally_connected_to
coexists with	narrow_mappings	UBERON:sexually_homologous_to
coexists with	is_a	related to at instance level
coexists with	broad_mappings	SEMMEDDB:COEXISTS_WITH
in pathway with	in_subset	translator_minimal
in pathway with	is_a	coexists with
in pathway with	related_mappings	SIO:010532
in complex with	in_subset	translator_minimal
in complex with	is_a	coexists with
in complex with	broad_mappings	SIO:010285
in complex with	related_mappings	SIO:010497
in cell population with	in_subset	translator_minimal
in cell population with	is_a	coexists with
colocalizes with	in_subset	translator_minimal
colocalizes with	exact_mappings	RO:0002325
colocalizes with	is_a	coexists with
genetic association	is_a	associated with
genetically associated with	in_subset	translator_minimal
genetically associated with	exact_mappings	WIKIDATA_PROPERTY:P2293
genetically associated with	is_a	associated with
gene associated with condition	in_subset	translator_minimal
gene associated with condition	narrow_mappings	NCIT:R38
gene associated with condition	narrow_mappings	NCIT:R175
gene associated with condition	narrow_mappings	NCIT:R48
gene associated with condition	is_a	genetically associated with
gene associated with condition	broad_mappings	GENO:0000840
gene associated with condition	broad_mappings	GENO:0000841
disease associated with gene	in_subset	translator_minimal
condition associated with gene	in_subset	translator_minimal
disease associated with gene	narrow_mappings	NCIT:R176
condition associated with gene	narrow_mappings	NCIT:R176
disease associated with gene	is_a	genetically associated with
condition associated with gene	is_a	genetically associated with
disease associated with gene	inverse	gene associated with condition
condition associated with gene	inverse	gene associated with condition
affects risk for	in_subset	translator_minimal
affects risk for	is_a	related to at instance level
risk affected by	is_a	related to at instance level
risk affected by	inverse	affects risk for
predisposes	in_subset	translator_minimal
predisposes	exact_mappings	SEMMEDDB:PREDISPOSES
predisposes	is_a	affects risk for
has predisposing factor	in_subset	translator_minimal
has predisposing factor	is_a	risk affected by
has predisposing factor	inverse	predisposes
contributes to	in_subset	translator_minimal
contributes to	close_mappings	IDO:0000664
contributes to	exact_mappings	RO:0002326
contributes to	narrow_mappings	CTD:marker_mechanism
contributes to	narrow_mappings	MONDO:predisposes_towards
contributes to	narrow_mappings	RO:0002255
contributes to	narrow_mappings	RO:0003304
contributes to	is_a	related to at instance level
contribution from	in_subset	translator_minimal
contribution from	is_a	related to at instance level
contribution from	inverse	contributes to
causes	in_subset	translator_minimal
causes	exact_mappings	SEMMEDDB:CAUSES
causes	exact_mappings	WIKIDATA_PROPERTY:P1542
causes	exact_mappings	SNOMED:cause_of
causes	exact_mappings	RO:0003303
causes	narrow_mappings	MONDO:disease_triggers
causes	narrow_mappings	GOREL:0000040
causes	narrow_mappings	MONDO:disease_causes_feature
causes	narrow_mappings	NCIT:allele_has_abnormality
causes	narrow_mappings	NCIT:biological_process_has_result_biological_process
causes	narrow_mappings	NCIT:chemical_or_drug_has_physiologic_effect
causes	narrow_mappings	NCIT:chemical_or_drug_initiates_biological_process
causes	narrow_mappings	NCIT:process_initiates_biological_process
causes	narrow_mappings	NCIT:chromosome_mapped_to_disease
causes	narrow_mappings	NCIT:disease_has_normal_tissue_origin
causes	narrow_mappings	NBO-PROPERTY:in_response_to
causes	narrow_mappings	orphanet:317343
causes	narrow_mappings	orphanet:317344
causes	narrow_mappings	orphanet:317346
causes	narrow_mappings	orphanet:410295
causes	narrow_mappings	orphanet:410296
causes	narrow_mappings	RO:0002256
causes	narrow_mappings	RO:0002315
causes	narrow_mappings	RO:0002507
causes	narrow_mappings	RO:0002509
causes	narrow_mappings	RO:0004001
causes	narrow_mappings	SNOMED:causative_agent_of
causes	narrow_mappings	SNOMED:has_realization
causes	narrow_mappings	UMLS:has_physiologic_effect
causes	is_a	contributes to
causes	broad_mappings	RO:0002410
causes	broad_mappings	RO:0002506
disease caused by disruption of	in_subset	translator_minimal
disease has basis in dysfunction of	in_subset	translator_minimal
realized in response to	in_subset	translator_minimal
realized in response to stimulus	in_subset	translator_minimal
caused by	in_subset	translator_minimal
disease caused by disruption of	exact_mappings	WIKIDATA_PROPERTY:P828
disease has basis in dysfunction of	exact_mappings	WIKIDATA_PROPERTY:P828
realized in response to	exact_mappings	WIKIDATA_PROPERTY:P828
realized in response to stimulus	exact_mappings	WIKIDATA_PROPERTY:P828
caused by	exact_mappings	WIKIDATA_PROPERTY:P828
disease caused by disruption of	narrow_mappings	RO:0001022
disease has basis in dysfunction of	narrow_mappings	RO:0001022
realized in response to	narrow_mappings	RO:0001022
realized in response to stimulus	narrow_mappings	RO:0001022
caused by	narrow_mappings	RO:0001022
disease caused by disruption of	narrow_mappings	RO:0002608
disease has basis in dysfunction of	narrow_mappings	RO:0002608
realized in response to	narrow_mappings	RO:0002608
realized in response to stimulus	narrow_mappings	RO:0002608
caused by	narrow_mappings	RO:0002608
disease caused by disruption of	narrow_mappings	RO:0004019
disease has basis in dysfunction of	narrow_mappings	RO:0004019
realized in response to	narrow_mappings	RO:0004019
realized in response to stimulus	narrow_mappings	RO:0004019
caused by	narrow_mappings	RO:0004019
disease caused by disruption of	narrow_mappings	RO:0004020
disease has basis in dysfunction of	narrow_mappings	RO:0004020
realized in response to	narrow_mappings	RO:0004020
realized in response to stimulus	narrow_mappings	RO:0004020
caused by	narrow_mappings	RO:0004020
disease caused by disruption of	narrow_mappings	RO:0004028
disease has basis in dysfunction of	narrow_mappings	RO:0004028
realized in response to	narrow_mappings	RO:0004028
realized in response to stimulus	narrow_mappings	RO:0004028
caused by	narrow_mappings	RO:0004028
disease caused by disruption of	narrow_mappings	RO:0009501
disease has basis in dysfunction of	narrow_mappings	RO:0009501
realized in response to	narrow_mappings	RO:0009501
realized in response to stimulus	narrow_mappings	RO:0009501
caused by	narrow_mappings	RO:0009501
disease caused by disruption of	is_a	contribution from
disease has basis in dysfunction of	is_a	contribution from
realized in response to	is_a	contribution from
realized in response to stimulus	is_a	contribution from
caused by	is_a	contribution from
disease caused by disruption of	inverse	causes
disease has basis in dysfunction of	inverse	causes
realized in response to	inverse	causes
realized in response to stimulus	inverse	causes
caused by	inverse	causes
ameliorates	exact_mappings	RO:0003307
ameliorates	is_a	affects
is ameliorated by	is_a	affected by
is ameliorated by	inverse	ameliorates
exacerbates	exact_mappings	RO:0003309
exacerbates	is_a	affects
exacerbates	broad_mappings	SEMMEDDB:COMPLICATES
is exacerbated by	in_subset	translator_minimal
is exacerbated by	is_a	affected by
is exacerbated by	inverse	exacerbates
is substance that treats	in_subset	translator_minimal
indicated for	in_subset	translator_minimal
treats	in_subset	translator_minimal
is substance that treats	exact_mappings	DRUGBANK:treats
indicated for	exact_mappings	DRUGBANK:treats
treats	exact_mappings	DRUGBANK:treats
is substance that treats	exact_mappings	SEMMEDDB:TREATS
indicated for	exact_mappings	SEMMEDDB:TREATS
treats	exact_mappings	SEMMEDDB:TREATS
is substance that treats	exact_mappings	WIKIDATA_PROPERTY:P2175
indicated for	exact_mappings	WIKIDATA_PROPERTY:P2175
treats	exact_mappings	WIKIDATA_PROPERTY:P2175
is substance that treats	narrow_mappings	RO:0002606
indicated for	narrow_mappings	RO:0002606
treats	narrow_mappings	RO:0002606
is substance that treats	narrow_mappings	NCIT:regimen_has_accepted_use_for_disease
indicated for	narrow_mappings	NCIT:regimen_has_accepted_use_for_disease
treats	narrow_mappings	NCIT:regimen_has_accepted_use_for_disease
is substance that treats	narrow_mappings	REPODB:clinically_tested_approved_unknown_phase
indicated for	narrow_mappings	REPODB:clinically_tested_approved_unknown_phase
treats	narrow_mappings	REPODB:clinically_tested_approved_unknown_phase
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_0
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_0
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_0
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_1
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_1
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_1
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_1_or_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_1_or_phase_2
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_1_or_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_2
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_2_or_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_2_or_phase_3
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_2_or_phase_3
is substance that treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_suspended_phase_3
treats	narrow_mappings	REPODB:clinically_tested_suspended_phase_3
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_0
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_0
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_0
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_1
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_1
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_1
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_1_or_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_1_or_phase_2
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_1_or_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_2
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_2_or_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_2_or_phase_3
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_2_or_phase_3
is substance that treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_terminated_phase_3
treats	narrow_mappings	REPODB:clinically_tested_terminated_phase_3
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_0
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_0
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_0
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1_or_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1_or_phase_2
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_1_or_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2_or_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2_or_phase_3
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_2_or_phase_3
is substance that treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_3
indicated for	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_3
treats	narrow_mappings	REPODB:clinically_tested_withdrawn_phase_3
is substance that treats	narrow_mappings	SNOMED:plays_role
indicated for	narrow_mappings	SNOMED:plays_role
treats	narrow_mappings	SNOMED:plays_role
is substance that treats	is_a	ameliorates
indicated for	is_a	ameliorates
treats	is_a	ameliorates
is substance that treats	related_mappings	MONDO:disease_responds_to
indicated for	related_mappings	MONDO:disease_responds_to
treats	related_mappings	MONDO:disease_responds_to
treated by	in_subset	translator_minimal
treated by	exact_mappings	WIKIDATA_PROPERTY:P2176
treated by	exact_mappings	MONDO:disease_responds_to
treated by	narrow_mappings	RO:0002302
treated by	is_a	is ameliorated by
treated by	inverse	treats
prevents	in_subset	translator_minimal
prevents	exact_mappings	SEMMEDDB:PREVENTS
prevents	narrow_mappings	RO:0002599
prevents	is_a	affects risk for
prevented by	is_a	risk affected by
prevented by	inverse	prevents
correlated with	in_subset	translator_minimal
correlated with	exact_mappings	RO:0002610
correlated with	exact_mappings	PATO:correlates_with
correlated with	is_a	associated with
positively correlated with	in_subset	translator_minimal
positively correlated with	exact_mappings	CTD:positive_correlation
positively correlated with	is_a	correlated with
negatively correlated with	in_subset	translator_minimal
negatively correlated with	exact_mappings	CTD:negative_correlation
negatively correlated with	is_a	correlated with
occurs together in literature with	in_subset	translator_minimal
occurs together in literature with	is_a	correlated with
coexpressed with	is_a	correlated with
has biomarker	in_subset	translator_minimal
has biomarker	narrow_mappings	NCIT:disease_has_molecular_abnormality
has biomarker	narrow_mappings	NCIT:disease_is_marked_by_gene
has biomarker	is_a	correlated with
has biomarker	inverse	biomarker for
biomarker for	in_subset	translator_minimal
biomarker for	exact_mappings	NCIT:R39
biomarker for	narrow_mappings	NCIT:R47
biomarker for	narrow_mappings	NCIT:genetic_biomarker_related_to
biomarker for	narrow_mappings	NCIT:is_molecular_abnormality_of_disease
biomarker for	narrow_mappings	orphanet:465410
biomarker for	is_a	correlated with
biomarker for	broad_mappings	RO:0002607
expressed in	in_subset	translator_minimal
expressed in	exact_mappings	RO:0002206
expressed in	narrow_mappings	NCIT:R49
expressed in	narrow_mappings	NCIT:R46
expressed in	is_a	located in
anatomy expresses gene	in_subset	translator_minimal
expresses	in_subset	translator_minimal
anatomy expresses gene	exact_mappings	RO:0002292
expresses	exact_mappings	RO:0002292
anatomy expresses gene	is_a	location of
expresses	is_a	location of
anatomy expresses gene	inverse	expressed in
expresses	inverse	expressed in
disease presents symptom	in_subset	translator_minimal
has phenotype	in_subset	translator_minimal
disease presents symptom	exact_mappings	RO:0002200
has phenotype	exact_mappings	RO:0002200
disease presents symptom	narrow_mappings	NCIT:R89
has phenotype	narrow_mappings	NCIT:R89
disease presents symptom	narrow_mappings	DOID-PROPERTY:has_symptom
has phenotype	narrow_mappings	DOID-PROPERTY:has_symptom
disease presents symptom	narrow_mappings	RO:0004022
has phenotype	narrow_mappings	RO:0004022
disease presents symptom	is_a	related to at instance level
has phenotype	is_a	related to at instance level
disease presents symptom	broad_mappings	NCIT:R115
has phenotype	broad_mappings	NCIT:R115
disease presents symptom	broad_mappings	NCIT:R108
has phenotype	broad_mappings	NCIT:R108
phenotype of	is_a	related to at instance level
phenotype of	inverse	has phenotype
occurs in	in_subset	translator_minimal
occurs in	close_mappings	BFO:0000067
occurs in	close_mappings	SNOMED:has_occurrence
occurs in	close_mappings	UBERON:site_of
occurs in	exact_mappings	BFO:0000066
occurs in	exact_mappings	PathWhiz:has_location
occurs in	exact_mappings	SNOMED:occurs_in
occurs in	narrow_mappings	SEMMEDDB:OCCURS_IN
occurs in	narrow_mappings	SEMMEDDB:PROCESS_OF
occurs in	narrow_mappings	UBERON_CORE:site_of
occurs in	narrow_mappings	LOINC:has_imaged_location
occurs in	narrow_mappings	PathWhiz:in_species
occurs in	narrow_mappings	RO:0002231
occurs in	narrow_mappings	RO:0002232
occurs in	narrow_mappings	SNOMED:has_direct_procedure_site
occurs in	narrow_mappings	SNOMED:has_direct_site
occurs in	narrow_mappings	SNOMED:has_procedure_site
occurs in	is_a	related to at instance level
contains process	is_a	related to at instance level
contains process	inverse	occurs in
located in	in_subset	translator_minimal
located in	exact_mappings	RO:0001025
located in	exact_mappings	FMA:has_location
located in	narrow_mappings	GOREL:0001004
located in	narrow_mappings	BSPO:0000107
located in	narrow_mappings	BSPO:0000108
located in	narrow_mappings	BSPO:0000120
located in	narrow_mappings	BSPO:0000121
located in	narrow_mappings	BSPO:0000122
located in	narrow_mappings	BSPO:0000123
located in	narrow_mappings	BSPO:0000124
located in	narrow_mappings	BSPO:0000125
located in	narrow_mappings	BSPO:0000126
located in	narrow_mappings	BSPO:0001100
located in	narrow_mappings	BSPO:0001101
located in	narrow_mappings	BSPO:0001107
located in	narrow_mappings	BSPO:0015101
located in	narrow_mappings	BSPO:0015102
located in	narrow_mappings	BSPO:0015202
located in	narrow_mappings	UBERON_CORE:in_central_side_of
located in	narrow_mappings	UBERON_CORE:in_innermost_side_of
located in	narrow_mappings	UBERON_CORE:in_outermost_side_of
located in	narrow_mappings	NCIT:R100
located in	narrow_mappings	EFO:0000784
located in	narrow_mappings	FMA:has_location
located in	narrow_mappings	HMDB:at_cellular_location
located in	narrow_mappings	HMDB:at_tissue
located in	narrow_mappings	HMDB:in_biospecimen
located in	narrow_mappings	LOINC:has_imaging_focus
located in	narrow_mappings	NCIT:R156
located in	narrow_mappings	NCIT:R155
located in	narrow_mappings	NCIT:R145
located in	narrow_mappings	NCIT:R40
located in	narrow_mappings	NCIT:R171
located in	narrow_mappings	NCIT:R167
located in	narrow_mappings	NCIT:R165
located in	narrow_mappings	NCIT:R169
located in	narrow_mappings	NCIT:R170
located in	narrow_mappings	NCIT:R166
located in	narrow_mappings	NCIT:R168
located in	narrow_mappings	RO:0002303
located in	narrow_mappings	SNOMED:has_finding_site
located in	narrow_mappings	SNOMED:has_indirect_procedure_site
located in	narrow_mappings	SNOMED:has_inherent_location
located in	is_a	related to at instance level
site of	in_subset	translator_minimal
location of	in_subset	translator_minimal
site of	exact_mappings	RO:0001015
location of	exact_mappings	RO:0001015
site of	exact_mappings	SEMMEDDB:LOCATION_OF
location of	exact_mappings	SEMMEDDB:LOCATION_OF
site of	exact_mappings	WIKIDATA_PROPERTY:P276
location of	exact_mappings	WIKIDATA_PROPERTY:P276
site of	exact_mappings	FMA:location_of
location of	exact_mappings	FMA:location_of
site of	narrow_mappings	SNOMED:inherent_location_of
location of	narrow_mappings	SNOMED:inherent_location_of
site of	narrow_mappings	NCIT:Anatomic_Structure_Has_Location_Role
location of	narrow_mappings	NCIT:Anatomic_Structure_Has_Location_Role
site of	is_a	related to at instance level
location of	is_a	related to at instance level
site of	inverse	located in
location of	inverse	located in
disease has location	exact_mappings	RO:0004026
disease has location	exact_mappings	MONDO:disease_has_location
disease has location	is_a	related to
location of disease	is_a	related to
location of disease	inverse	disease has location
similar to	in_subset	translator_minimal
similar to	exact_mappings	RO:HOM0000000
similar to	exact_mappings	SO:similar_to
similar to	is_a	related to at instance level
chemically similar to	in_subset	translator_minimal
chemically similar to	narrow_mappings	CHEBI:has_parent_hydride
chemically similar to	narrow_mappings	CHEBI:has_functional_parent
chemically similar to	narrow_mappings	CHEBI:is_conjugate_acid_of
chemically similar to	narrow_mappings	CHEBI:is_conjugate_base_of
chemically similar to	narrow_mappings	CHEBI:is_enantiomer_of
chemically similar to	narrow_mappings	CHEBI:is_tautomer_of
chemically similar to	narrow_mappings	NCIT:has_salt_form
chemically similar to	is_a	similar to
has sequence location	exact_mappings	faldo:location
has sequence location	is_a	related to at instance level
sequence location of	is_a	related to at instance level
sequence location of	inverse	has sequence location
model of	in_subset	translator_minimal
model of	exact_mappings	RO:0003301
model of	narrow_mappings	FOODON:00001301
model of	is_a	related to at instance level
models	is_a	related to at instance level
models	inverse	model of
overlaps	in_subset	translator_minimal
overlaps	exact_mappings	RO:0002131
overlaps	narrow_mappings	BSPO:0005001
overlaps	narrow_mappings	CHEMBL.MECHANISM:overlaps_with
overlaps	narrow_mappings	RO:0002100
overlaps	narrow_mappings	RO:0002102
overlaps	narrow_mappings	RO:0002433
overlaps	is_a	related to at instance level
has part	in_subset	translator_minimal
has part	exact_mappings	BFO:0000051
has part	exact_mappings	BFO:0000055
has part	exact_mappings	WIKIDATA_PROPERTY:P527
has part	exact_mappings	RO:0001019
has part	exact_mappings	RXNORM:consists_of
has part	exact_mappings	RXNORM:has_part
has part	narrow_mappings	BFO:0000117
has part	narrow_mappings	FMA:has_constitutional_part
has part	narrow_mappings	FMA:has_part
has part	narrow_mappings	FMA:has_member
has part	narrow_mappings	FOODON:00001563
has part	narrow_mappings	FOODON:00002420
has part	narrow_mappings	LOINC:has_component
has part	narrow_mappings	LOINC:has_member
has part	narrow_mappings	MEDDRA:has_member
has part	narrow_mappings	MONDO:disease_has_major_feature
has part	narrow_mappings	NCIT:complex_has_physical_part
has part	narrow_mappings	NDDF:has_ingredient
has part	narrow_mappings	PathWhiz:has_element_in_bound
has part	narrow_mappings	NCIT:R50
has part	narrow_mappings	PathWhiz:has_protein_in_complex
has part	narrow_mappings	RO:0002104
has part	narrow_mappings	RO:0002180
has part	narrow_mappings	RO:0002351
has part	narrow_mappings	RO:0002473
has part	narrow_mappings	RO:0002524
has part	narrow_mappings	RO:0002551
has part	narrow_mappings	RXNORM:has_ingredient
has part	narrow_mappings	SNOMED:has_component
has part	narrow_mappings	UMLS:has_component
has part	is_a	overlaps
has part	broad_mappings	RO:0001019
has part	broad_mappings	FMA:contains
has part	broad_mappings	RXNORM:contains
has plasma membrane part	in_subset	translator_minimal
has plasma membrane part	exact_mappings	RO:0002104
has plasma membrane part	is_a	has part
composed primarily of	in_subset	translator_minimal
composed primarily of	exact_mappings	RO:0002473
composed primarily of	is_a	related to
primarily composed of	is_a	related to
primarily composed of	inverse	composed primarily of
plasma membrane part of	is_a	part of
plasma membrane part of	inverse	has plasma membrane part
part of	in_subset	translator_minimal
part of	exact_mappings	BFO:0000050
part of	exact_mappings	SEMMEDDB:PART_OF
part of	exact_mappings	WIKIDATA_PROPERTY:P361
part of	exact_mappings	FMA:part_of
part of	exact_mappings	RXNORM:constitutes
part of	exact_mappings	RXNORM:part_of
part of	narrow_mappings	BSPO:0001106
part of	narrow_mappings	BSPO:0001108
part of	narrow_mappings	BSPO:0001113
part of	narrow_mappings	BSPO:0001115
part of	narrow_mappings	UBERON_CORE:layer_part_of
part of	narrow_mappings	UBERON_CORE:subdivision_of
part of	narrow_mappings	UBERON_CORE:trunk_part_of
part of	narrow_mappings	CHEBI:is_substituent_group_from
part of	narrow_mappings	CPT:panel_element_of
part of	narrow_mappings	CPT:panel_element_of_possibly_included
part of	narrow_mappings	DRUGBANK:component_of
part of	narrow_mappings	FMA:constitutional_part_of
part of	narrow_mappings	FMA:member_of
part of	narrow_mappings	FMA:regional_part_of
part of	narrow_mappings	FMA:related_developmental_entity_of
part of	narrow_mappings	LOINC:component_of
part of	narrow_mappings	LOINC:has_supersystem
part of	narrow_mappings	LOINC:member_of
part of	narrow_mappings	LOINC:multipart_of
part of	narrow_mappings	MEDDRA:member_of
part of	narrow_mappings	MONDO:part_of_progression_of_disease
part of	narrow_mappings	NCIT:R82
part of	narrow_mappings	NCIT:R27
part of	narrow_mappings	NCIT:is_component_of_chemotherapy_regimen
part of	narrow_mappings	NDDF:ingredient_of
part of	narrow_mappings	RO:0002007
part of	narrow_mappings	RO:0002350
part of	narrow_mappings	RO:0002376
part of	narrow_mappings	RO:0002380
part of	narrow_mappings	RO:0002571
part of	narrow_mappings	RO:0002572
part of	narrow_mappings	RO:0002576
part of	narrow_mappings	RXNORM:ingredient_of
